Date,GOOG
2022-03-07,125.60494995117188
2022-03-08,126.41342163085938
2022-03-09,132.95614624023438
2022-03-10,131.7801971435547
2022-03-11,129.58868408203125
2022-03-14,125.87957000732422
2022-03-15,128.77923583984375
2022-03-16,132.78182983398438
2022-03-17,133.6856689453125
2022-03-18,135.87168884277344
2022-03-21,135.55088806152344
2022-03-22,139.32406616210938
2022-03-23,137.56210327148438
2022-03-24,140.35153198242188
2022-03-25,140.5596160888672
2022-03-28,140.98519897460938
2022-03-29,142.2763671875
2022-03-30,141.6749725341797
2022-03-31,138.70033264160156
2022-04-01,139.74368286132812
2022-04-04,142.6661834716797
2022-04-05,140.10423278808594
2022-04-06,136.24365234375
2022-04-07,135.5374755859375
2022-04-08,133.0996551513672
2022-04-11,128.914306640625
2022-04-12,127.50196838378906
2022-04-13,129.40048217773438
2022-04-14,126.38809204101562
2022-04-18,127.09127807617188
2022-04-19,129.64381408691406
2022-04-20,127.37385559082031
2022-04-21,124.08833312988281
2022-04-22,118.80101013183594
2022-04-25,122.41230773925781
2022-04-26,118.69375610351562
2022-04-27,114.23872375488281
2022-04-28,118.59989166259766
2022-04-29,114.18509674072266
2022-05-02,116.3607177734375
2022-05-03,117.32659912109375
2022-05-04,121.74188995361328
2022-05-05,115.9530029296875
2022-05-06,114.87388610839844
2022-05-09,112.31539154052734
2022-05-10,113.80570220947266
2022-05-11,113.1864242553711
2022-05-12,112.39188385009766
2022-05-13,115.72357177734375
2022-05-16,114.01228332519531
2022-05-17,115.90830993652344
2022-05-18,111.63704681396484
2022-05-19,109.99278259277344
2022-05-20,108.57003784179688
2022-05-23,110.90753173828125
2022-05-24,105.2060546875
2022-05-25,105.12014770507812
2022-05-26,107.5599365234375
2022-05-27,112.03234100341797
2022-05-31,113.26390838623047
2022-06-01,113.36124420166016
2022-06-02,116.94570922851562
2022-06-03,113.78534698486328
2022-06-06,116.2152099609375
2022-06-07,116.43272399902344
2022-06-08,116.44115447998047
2022-06-09,114.13692474365234
2022-06-10,110.67015838623047
2022-06-13,106.15008544921875
2022-06-14,106.46541595458984
2022-06-15,109.64021301269531
2022-06-16,105.91122436523438
2022-06-17,107.13236236572266
2022-06-21,111.25365447998047
2022-06-22,111.27252197265625
2022-06-23,111.91861724853516
2022-06-24,117.73231506347656
2022-06-27,115.82984161376953
2022-06-28,111.80638885498047
2022-06-29,111.49351501464844
2022-06-30,108.62911987304688
2022-07-01,108.33960723876953
2022-07-05,113.1129379272461
2022-07-06,114.43042755126953
2022-07-07,118.49510192871094
2022-07-08,119.35175323486328
2022-07-11,115.73052215576172
2022-07-12,114.06890106201172
2022-07-13,111.42449188232422
2022-07-14,110.68257141113281
2022-07-15,112.00054931640625
2022-07-18,109.16297149658203
2022-07-19,113.84095764160156
2022-07-20,113.92041015625
2022-07-21,114.25810241699219
2022-07-22,107.62350463867188
2022-07-25,107.47451782226562
2022-07-26,104.72335815429688
2022-07-27,112.82789611816406
2022-07-28,113.8111572265625
2022-07-29,115.84722900390625
2022-08-01,114.69511413574219
2022-08-02,115.11226654052734
2022-08-03,117.97267150878906
2022-08-04,118.06206512451172
2022-08-05,117.41649627685547
2022-08-08,117.33704376220703
2022-08-09,116.70138549804688
2022-08-10,119.82996368408203
2022-08-11,119.00560760498047
2022-08-12,121.8163833618164
2022-08-15,122.04481506347656
2022-08-16,121.67733001708984
2022-08-17,119.5022201538086
2022-08-18,120.0385513305664
2022-08-19,117.31716918945312
2022-08-22,114.28791046142578
2022-08-23,113.98993682861328
2022-08-24,113.92041015625
2022-08-25,116.9000244140625
2022-08-26,110.54351806640625
2022-08-29,109.59004211425781
2022-08-30,109.16297149658203
2022-08-31,108.40814208984375
2022-09-01,109.79862213134766
2022-09-02,107.94133758544922
2022-09-06,106.74949645996094
2022-09-07,109.7291030883789
2022-09-08,108.67630004882812
2022-09-09,111.02025604248047
2022-09-12,111.10964965820312
2022-09-13,104.59423065185547
2022-09-14,105.15042877197266
2022-09-15,103.19381713867188
2022-09-16,102.9256591796875
2022-09-19,103.14414978027344
2022-09-20,101.13789367675781
2022-09-21,99.33024597167969
2022-09-22,99.88644409179688
2022-09-23,98.49596405029297
2022-09-26,98.13842010498047
2022-09-27,97.42330932617188
2022-09-28,100.05529022216797
2022-09-29,97.42330932617188
2022-09-30,95.49649810791016
2022-10-03,98.62508392333984
2022-10-04,101.71394348144531
2022-10-05,101.5252456665039
2022-10-06,101.54509735107422
2022-10-07,98.89325714111328
2022-10-10,98.0390853881836
2022-10-11,97.38359069824219
2022-10-12,97.63187408447266
2022-10-13,99.03229522705078
2022-10-14,96.51949310302734
2022-10-17,100.09501647949219
2022-10-18,100.70087432861328
2022-10-19,99.60836029052734
2022-10-20,99.84671783447266
2022-10-21,100.79027557373047
2022-10-24,102.27013397216797
2022-10-25,104.2168197631836
2022-10-26,94.17552947998047
2022-10-27,91.97061920166016
2022-10-28,95.92356872558594
2022-10-31,94.0166244506836
2022-11-01,89.88489532470703
2022-11-02,86.47820281982422
2022-11-03,82.92253112792969
2022-11-04,86.1107177734375
2022-11-07,88.04747009277344
2022-11-08,88.30570983886719
2022-11-09,86.80596160888672
2022-11-10,93.52996063232422
2022-11-11,96.07256317138672
2022-11-14,95.37731170654297
2022-11-15,98.04902648925781
2022-11-16,98.31719970703125
2022-11-17,97.83052062988281
2022-11-18,97.13528442382812
2022-11-21,95.17866516113281
2022-11-22,96.6684799194336
2022-11-23,98.14834594726562
2022-11-25,96.93663024902344
2022-11-28,95.59580993652344
2022-11-29,94.79132080078125
2022-11-30,100.76046752929688
2022-12-01,100.59162139892578
2022-12-02,100.14469146728516
2022-12-05,99.19121551513672
2022-12-06,96.64860534667969
2022-12-07,94.50328826904297
2022-12-08,93.31143188476562
2022-12-09,92.43743133544922
2022-12-12,92.92408752441406
2022-12-13,95.19853210449219
2022-12-14,94.66219329833984
2022-12-15,90.58013153076172
2022-12-16,90.24243927001953
2022-12-19,88.5440673828125
2022-12-20,89.02080535888672
2022-12-21,89.63658905029297
2022-12-22,87.66012573242188
2022-12-23,89.1995849609375
2022-12-27,87.33235931396484
2022-12-28,85.87236022949219
2022-12-29,88.34542083740234
2022-12-30,88.12692260742188
2023-01-03,89.09032440185547
2023-01-04,88.1070556640625
2023-01-05,86.18024444580078
2023-01-06,87.56079864501953
2023-01-09,88.19644927978516
2023-01-10,88.63346099853516
2023-01-11,91.63294219970703
2023-01-12,91.28531646728516
2023-01-13,92.16925811767578
2023-01-17,91.53361511230469
2023-01-18,91.15619659423828
2023-01-19,93.27171325683594
2023-01-20,98.605224609375
2023-01-23,100.5220947265625
2023-01-24,98.53569030761719
2023-01-25,96.07256317138672
2023-01-26,98.48603820800781
2023-01-27,100.02549743652344
2023-01-30,97.28425598144531
2023-01-31,99.19121551513672
2023-02-01,100.7406005859375
2023-02-02,108.0605239868164
2023-02-03,104.5048599243164
2023-02-06,102.76673889160156
2023-02-07,107.30567932128906
2023-02-08,99.32032775878906
2023-02-09,94.8111801147461
2023-02-10,94.21526336669922
2023-02-13,94.35430908203125
2023-02-14,94.30465698242188
2023-02-15,96.4400405883789
2023-02-16,95.1290054321289
2023-02-17,93.94708251953125
2023-02-21,91.42436981201172
2023-02-22,91.17606353759766
2023-02-23,90.45101165771484
2023-02-24,88.74271392822266
2023-02-27,89.48760986328125
2023-02-28,89.6862564086914
2023-03-01,89.89482116699219
2023-03-02,91.68258666992188
2023-03-03,93.38096618652344
2023-03-06,94.93035888671875
2023-03-07,93.52996063232422
2023-03-08,94.0066909790039
2023-03-09,92.03021240234375
2023-03-10,90.39142608642578
2023-03-13,91.03702545166016
2023-03-14,93.60941314697266
2023-03-15,95.89378356933594
2023-03-16,100.38304901123047
2023-03-17,101.76360321044922
2023-03-20,101.23721313476562
2023-03-21,105.1206283569336
2023-03-22,103.51163482666016
2023-03-23,105.53778076171875
2023-03-24,105.3391342163086
2023-03-27,102.35952758789062
2023-03-28,100.67108917236328
2023-03-29,101.20741271972656
2023-03-30,100.63134765625
2023-03-31,103.29314422607422
2023-04-03,104.19696807861328
2023-04-04,104.40552520751953
2023-04-05,104.23668670654297
2023-04-06,108.15982818603516
2023-04-10,106.22308349609375
2023-04-11,105.39873504638672
2023-04-12,104.5048599243164
2023-04-13,107.45465087890625
2023-04-14,108.71602630615234
2023-04-17,105.69668579101562
2023-04-18,104.40552520751953
2023-04-19,104.30619812011719
2023-04-20,105.18023681640625
2023-04-21,105.1901626586914
2023-04-24,106.05424499511719
2023-04-25,103.89898681640625
2023-04-26,103.74007415771484
2023-04-27,107.63343811035156
2023-04-28,107.48446655273438
2023-05-01,106.97792053222656
2023-05-02,105.25968933105469
2023-05-03,105.39873504638672
2023-05-04,104.49490356445312
2023-05-05,105.49308776855469
2023-05-08,107.50432586669922
2023-05-09,107.20635986328125
2023-05-10,111.5168685913086
2023-05-11,116.10546112060547
2023-05-12,117.11851501464844
2023-05-15,116.1650619506836
2023-05-16,119.27377319335938
2023-05-17,120.65432739257812
2023-05-18,122.68046569824219
2023-05-19,122.41230773925781
2023-05-22,125.01449584960938
2023-05-23,122.45204162597656
2023-05-24,120.81324005126953
2023-05-25,123.50482177734375
2023-05-26,124.57748413085938
2023-05-30,123.7928466796875
2023-05-31,122.53148651123047
2023-06-01,123.52468872070312
2023-06-02,124.37883758544922
2023-06-05,125.76931762695312
2023-06-06,127.0406265258789
2023-06-07,122.10442352294922
2023-06-08,121.83624267578125
2023-06-09,122.0348892211914
2023-06-12,123.50482177734375
2023-06-13,123.58427429199219
2023-06-14,123.53461456298828
2023-06-15,124.93502807617188
2023-06-16,123.21678924560547
2023-06-20,123.00822448730469
2023-06-21,120.43582916259766
2023-06-22,123.02809143066406
2023-06-23,122.1838607788086
2023-06-26,118.28057098388672
2023-06-27,118.20111083984375
2023-06-28,120.25704956054688
2023-06-29,119.19432830810547
2023-06-30,120.14779663085938
2023-07-03,119.74059295654297
2023-07-05,121.79651641845703
2023-07-06,120.10807800292969
2023-07-07,119.32343292236328
2023-07-10,116.0756607055664
2023-07-11,116.90995025634766
2023-07-12,118.8069839477539
2023-07-13,123.9815673828125
2023-07-14,124.84564971923828
2023-07-17,124.21000671386719
2023-07-18,123.23665618896484
2023-07-19,121.94548797607422
2023-07-20,118.71758270263672
2023-07-21,119.4922866821289
2023-07-24,121.0516128540039
2023-07-25,121.95542907714844
2023-07-26,128.7787322998047
2023-07-27,128.98728942871094
2023-07-28,132.10598754882812
2023-07-31,132.20529174804688
2023-08-01,130.9935760498047
2023-08-02,127.76566314697266
2023-08-03,127.89479064941406
2023-08-04,127.66633605957031
2023-08-07,131.043212890625
2023-08-08,130.94390869140625
2023-08-09,129.26539611816406
2023-08-10,129.3249969482422
2023-08-11,129.28526306152344
2023-08-14,130.9340057373047
2023-08-15,129.3845977783203
2023-08-16,128.2324981689453
2023-08-17,129.57330322265625
2023-08-18,127.23927307128906
2023-08-21,128.05368041992188
2023-08-22,128.8085479736328
2023-08-23,132.3046112060547
2023-08-24,129.53355407714844
2023-08-25,129.80172729492188
2023-08-28,130.89425659179688
2023-08-29,134.56912231445312
2023-08-30,135.9993133544922
2023-08-31,136.41648864746094
2023-09-01,135.87020874023438
2023-09-05,135.78082275390625
2023-09-06,134.44993591308594
2023-09-07,135.2742919921875
2023-09-08,136.26748657226562
2023-09-11,136.80381774902344
2023-09-12,135.1451873779297
2023-09-13,136.56544494628906
2023-09-14,138.04531860351562
2023-09-15,137.36000061035156
2023-09-18,138.0155487060547
2023-09-19,137.88641357421875
2023-09-20,133.6752166748047
2023-09-21,130.46717834472656
2023-09-22,130.35794067382812
2023-09-25,131.27166748046875
2023-09-26,128.57015991210938
2023-09-27,130.56651306152344
2023-09-28,132.22515869140625
2023-09-29,130.95384216308594
2023-10-02,134.2512664794922
2023-10-03,132.3939971923828
2023-10-04,135.3438262939453
2023-10-05,135.0657196044922
2023-10-06,137.78707885742188
2023-10-09,138.5518341064453
2023-10-10,138.25390625
2023-10-11,140.73690795898438
2023-10-12,139.3364715576172
2023-10-13,137.6381072998047
2023-10-16,139.53512573242188
2023-10-17,140.03173828125
2023-10-18,138.33334350585938
2023-10-19,138.035400390625
2023-10-20,135.8106231689453
2023-10-23,136.96273803710938
2023-10-24,139.16763305664062
2023-10-25,125.80904388427734
2023-10-26,122.60100555419922
2023-10-27,122.56128692626953
2023-10-30,124.89530944824219
2023-10-31,124.44837188720703
2023-11-01,126.70294189453125
2023-11-02,127.7060775756836
2023-11-03,129.48388671875
2023-11-06,130.55657958984375
2023-11-07,131.50009155273438
2023-11-08,132.354248046875
2023-11-09,130.79493713378906
2023-11-10,133.14881896972656
2023-11-13,132.73167419433594
2023-11-14,134.50950622558594
2023-11-15,135.4530792236328
2023-11-16,137.75729370117188
2023-11-17,136.00926208496094
2023-11-20,136.9825897216797
2023-11-21,137.67784118652344
2023-11-22,139.06834411621094
2023-11-24,137.2805633544922
2023-11-27,137.11172485351562
2023-11-28,137.67784118652344
2023-11-29,135.472900390625
2023-11-30,133.00975036621094
2023-12-01,132.4138641357422
2023-12-04,129.74215698242188
2023-12-05,131.4901885986328
2023-12-06,130.53668212890625
2023-12-07,137.50897216796875
2023-12-08,135.71127319335938
2023-12-11,133.78445434570312
2023-12-12,132.73167419433594
2023-12-13,133.05941772460938
2023-12-14,132.294677734375
2023-12-15,132.93031311035156
2023-12-18,136.25755310058594
2023-12-19,137.16136169433594
2023-12-20,138.71075439453125
2023-12-21,140.8362274169922
2023-12-22,141.74998474121094
2023-12-26,141.8492889404297
2023-12-27,140.47866821289062
2023-12-28,140.3197479248047
2023-12-29,139.9721221923828
2024-01-02,138.6114501953125
2024-01-03,139.406005859375
2024-01-04,137.10179138183594
2024-01-05,136.45620727539062
2024-01-08,139.57485961914062
2024-01-09,141.59104919433594
2024-01-10,142.8226318359375
2024-01-11,142.69349670410156
2024-01-12,143.2596435546875
2024-01-16,143.10073852539062
2024-01-17,141.91880798339844
2024-01-18,144.00453186035156
2024-01-19,146.96429443359375
2024-01-22,146.70603942871094
2024-01-23,147.66946411132812
2024-01-24,149.32810974121094
2024-01-25,152.59576416015625
2024-01-26,152.74473571777344
2024-01-29,153.78759765625
2024-01-30,152.00975036621094
2024-01-31,140.8362274169922
2024-02-01,141.74005126953125
2024-02-02,142.56439208984375
2024-02-05,143.94496154785156
2024-02-06,144.42169189453125
2024-02-07,145.68307495117188
2024-02-08,146.21939086914062
2024-02-09,149.19898986816406
2024-02-12,147.71910095214844
2024-02-13,145.3751678466797
2024-02-14,146.1399383544922
2024-02-15,142.961669921875
2024-02-16,140.79647827148438
2024-02-20,141.23348999023438
2024-02-21,142.8623504638672
2024-02-22,144.33230590820312
2024-02-23,144.30250549316406
2024-02-26,137.8069610595703
2024-02-27,139.1477813720703
2024-02-28,136.49591064453125
2024-02-29,138.8299560546875
2024-03-01,137.14149475097656
2024-03-04,133.28785705566406
2024-03-05,132.8707275390625
2024-03-06,131.6590118408203
2024-03-07,134.32080078125
2024-03-08,135.36366271972656
2024-03-11,137.99566650390625
2024-03-12,138.6710205078125
2024-03-13,139.813232421875
2024-03-14,143.3589324951172
2024-03-15,141.20370483398438
2024-03-18,147.47080993652344
2024-03-19,146.9146270751953
2024-03-20,148.66265869140625
2024-03-21,147.7290496826172
2024-03-22,150.7384490966797
2024-03-25,150.12266540527344
2024-03-26,150.66893005371094
2024-03-27,150.90731811523438
2024-03-28,151.22511291503906
2024-04-01,155.43630981445312
2024-04-02,154.81056213378906
2024-04-03,155.3071746826172
2024-04-04,150.90731811523438
2024-04-05,152.89370727539062
2024-04-08,155.07875061035156
2024-04-09,157.06517028808594
2024-04-10,156.58843994140625
2024-04-11,159.69717407226562
2024-04-12,158.1080322265625
2024-04-15,155.2674560546875
2024-04-16,154.93972778320312
2024-04-17,155.813720703125
2024-04-18,156.3897705078125
2024-04-19,154.66160583496094
2024-04-22,156.87646484375
2024-04-23,158.8330535888672
2024-04-24,160.00506591796875
2024-04-25,156.87646484375
2024-04-26,172.50949096679688
2024-04-29,166.75881958007812
2024-04-30,163.52098083496094
2024-05-01,164.4446563720703
2024-05-02,167.3150177001953
2024-05-03,167.84140014648438
2024-05-06,168.6757049560547
2024-05-07,171.80430603027344
2024-05-08,169.99667358398438
2024-05-09,170.413818359375
2024-05-10,169.132568359375
2024-05-13,169.73843383789062
2024-05-14,170.76141357421875
2024-05-15,172.69818115234375
2024-05-16,174.23764038085938
2024-05-17,176.08499145507812
2024-05-20,177.2470703125
2024-05-21,178.3197021484375
2024-05-22,176.79019165039062
2024-05-23,173.87014770507812
2024-05-24,175.1315155029297
2024-05-28,176.81004333496094
2024-05-29,176.1942596435547
2024-05-30,172.38034057617188
2024-05-31,172.7776641845703
2024-06-03,173.23451232910156
2024-06-04,173.93968200683594
2024-06-05,175.8665008544922
2024-06-06,177.13780212402344
2024-06-07,174.7541046142578
2024-06-10,175.62911987304688
2024-06-11,177.1802978515625
2024-06-12,178.54249572753906
2024-06-13,175.73851013183594
2024-06-14,177.3592529296875
2024-06-17,177.76693725585938
2024-06-18,175.45013427734375
2024-06-20,176.7030029296875
2024-06-21,179.23855590820312
2024-06-24,179.7655487060547
2024-06-25,184.52842712402344
2024-06-26,184.31959533691406
2024-06-27,185.80116271972656
2024-06-28,182.38064575195312
2024-07-01,183.444580078125
2024-07-02,185.5525665283203
2024-07-03,186.32814025878906
2024-07-05,190.8722686767578
2024-07-08,189.400634765625
2024-07-09,189.36087036132812
2024-07-10,191.56829833984375
2024-07-11,186.23866271972656
2024-07-12,185.72158813476562
2024-07-15,187.12362670898438
2024-07-16,184.4488525390625
2024-07-17,181.58517456054688
2024-07-18,178.20443725585938
2024-07-19,178.37347412109375
2024-07-22,182.31103515625
2024-07-23,182.5596466064453
2024-07-24,173.3819122314453
2024-07-25,168.20144653320312
2024-07-26,167.7241668701172
2024-07-29,170.1602783203125
2024-07-30,170.8861541748047
2024-07-31,172.1688232421875
